Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_370.jpg;0;0;0.2134101;-0.02500844;99.66997;85.58894;-0.0005129994;56.67073;8.947843E-07
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_438.jpg;1.89567;0;0.3381789;0;99.66998;85.58896;-0.0004278383;56.6708;2.213381E-06
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_509.jpg;1.873086;0;0.5473185;0;99.66998;85.58896;-0.0003118368;56.6708;-4.225128E-06
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_581.jpg;5.71686;0;0.7615587;0;99.66998;85.58897;-0.0002190646;56.6708;-1.009757E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_653.jpg;9.695027;0;0.9745128;0;99.66998;85.58897;-8.960438E-05;56.6708;-1.423401E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_724.jpg;13.70363;0;1;0;99.66998;85.58897;1.089388E-05;56.67079;-6.096659E-06
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_796.jpg;9.476922;0;1;0;99.66998;85.58897;0.0001364945;56.67079;3.91317E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_871.jpg;4.989018;0;1;0;99.66998;85.58897;0.0002489889;56.67078;0.0001158622
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_50_941.jpg;0.6859078;0;1;0;99.66998;85.58897;0.0003238994;56.67078;0.0001886391
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_013.jpg;0;0;1;0;99.66998;85.58897;0.0004124457;56.67078;0.0002776403
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_086.jpg;0;0;1;0;99.66998;85.58897;0.0004692567;56.67078;0.0003312413
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_156.jpg;0;0;1;0;99.66998;85.58897;0.0005320833;56.67078;0.0003844706
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_228.jpg;0;0;1;0;99.66998;85.58898;0.0005686943;56.67078;0.0004110259
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_299.jpg;0;0;1;0;99.66998;85.58898;0.0006035842;56.67078;0.0004310503
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_372.jpg;0;0;1;0;99.66998;85.58898;0.0006226446;56.67078;0.0004332468
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_444.jpg;0;0;1;0;99.66998;85.58898;0.0006272956;56.67078;0.0004247801
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_517.jpg;0;0;1;0;99.66998;85.58898;0.0006210512;56.67078;0.0004013549
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_590.jpg;0;0;1;0;99.66998;85.58898;0.0006025026;56.67078;0.0003665598
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_661.jpg;0;0;1;0;99.66998;85.58898;0.0005813334;56.67078;0.0003338211
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_733.jpg;0;0;0;0;99.66998;85.58897;0.0005458125;56.67078;0.0002846436
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_804.jpg;0;0;0;0;99.66998;85.58897;0.0005138087;56.67078;0.0002449297
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_875.jpg;0;0;0;0;99.66998;85.58897;0.0004665339;56.67078;0.0001896159
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_51_948.jpg;1.702858;0;0.2192961;-0.01085115;99.67027;85.58945;0.01367891;56.67361;0.0005527841
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_018.jpg;4.852148;0;0.4292487;0;99.67027;85.58948;0.01215639;56.67382;0.0003842379
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_089.jpg;8.043094;0;0.6419784;0;99.67026;85.58948;0.01038662;56.67382;-8.632326E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_162.jpg;11.2505;0;0.8558058;0;99.67026;85.58948;0.008944331;56.67382;-0.0003941403
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_233.jpg;14.58516;0;1;0;99.67027;85.58947;0.006933891;56.67382;-0.0007253549
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_273.jpg;15;0;1;0;99.67028;85.58947;0.005911541;56.67381;-0.0008517809
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_341.jpg;15;0;1;0;99.67029;85.58947;0.004382709;56.67381;-0.0009928929
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_414.jpg;15;0;1;0;99.6703;85.58947;0.002397765;56.6738;-0.001094791
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_485.jpg;15;0;1;0;99.67031;85.58947;0.0009830991;56.67379;-0.001111164
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_558.jpg;15;0;1;0;99.67033;85.58948;-0.0007624906;56.67379;-0.001061437
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_628.jpg;15;0;1;0;99.67033;85.58949;-0.001942138;56.67378;-0.000976831
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_701.jpg;15;0;1;0;99.67035;85.5895;-0.003314108;56.67377;-0.0008109305
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_772.jpg;15;0;1;0;99.67037;85.58949;-0.004435136;56.67376;-0.0005957648
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_846.jpg;13.71677;0;1;0;99.67036;85.58948;-0.005103028;56.67375;-0.0004106207
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_918.jpg;6.09291;0;1;0;99.67036;85.58947;359.9942;56.67375;-0.0001355868
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_52_991.jpg;1.635179;0;1;0;99.67035;85.58946;359.9938;56.67374;0.000161107
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_063.jpg;-2.372479;0;1;0;99.67034;85.58946;359.9937;56.67374;0.0003584165
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_133.jpg;-2.308326;0;1;0;99.67034;85.58947;359.9937;56.67374;0.0005832625
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_203.jpg;-6.419407;0;1;0;99.67034;85.58947;359.9939;56.67373;0.0007211866
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_273.jpg;-10.37533;0;1;0;99.67034;85.58948;-0.005716257;56.67373;0.0008632732
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_345.jpg;-14.3172;0;1;0;99.67035;85.58949;-0.005314767;56.67373;0.0009384386
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_417.jpg;-14.24194;0;1;0;99.67035;85.58949;-0.004662136;56.67373;0.0009989305
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_488.jpg;-14.16754;0;1;0;99.67036;85.5895;-0.004103652;56.67373;0.001015926
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_559.jpg;-9.853231;0;1;0;99.67036;85.58952;-0.003295051;56.67373;0.001004182
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_631.jpg;-5.595637;0;1;0;99.67037;85.58953;-0.002445022;56.67373;0.0009574933
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_705.jpg;-1.229018;0;1;0;99.67038;85.58954;-0.001800231;56.67373;0.0009031245
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_776.jpg;0;0;1;0;99.67039;85.58955;-0.0009544989;56.67374;0.0008097548
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_848.jpg;0;0;1;0;99.67039;85.58955;-0.0003459073;56.67374;0.0007274513
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_919.jpg;0;0;1;0;99.6704;85.58957;0.0004131391;56.67374;0.0006058515
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_53_991.jpg;0;0;1;0;99.67041;85.58958;0.001093292;56.67374;0.000476512
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_062.jpg;0;0;1;0;99.67042;85.58958;0.001541995;56.67374;0.0003779336
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_134.jpg;0;0;1;0;99.67043;85.58958;0.002050625;56.67375;0.0002481094
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_206.jpg;0;0;1;0;99.67043;85.58959;0.002360194;56.67375;0.0001547297
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_276.jpg;0;0;1;0;99.67043;85.58959;0.002674368;56.67375;3.777495E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_352.jpg;0;0;1;0;99.67044;85.58959;0.002876075;56.67376;-6.705714E-05
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_422.jpg;3.304026;0;1;0;99.67044;85.58959;0.0029558;56.67375;-0.0001361575
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_495.jpg;6.527377;0;1;0;99.67044;85.58959;0.00297296;56.67375;-0.0002139584
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_566.jpg;0;0;0;0;99.67044;85.58959;0.002923225;56.67376;-0.0002614292
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_639.jpg;-1.609569;0;0;0;99.67044;85.58959;0.002784305;56.48061;-0.0003013108
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_710.jpg;-6.891565;0;0;0;99.67044;85.58958;0.002578241;55.25893;-0.0002840787
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_782.jpg;-8.120348;-0.1080864;0;-0.01814761;99.66984;85.58887;359.9814;54.89165;0.001584481
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_853.jpg;-11.29383;-0.3196518;0;-0.01728161;99.66856;85.58762;359.9456;55.09339;0.008639464
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_925.jpg;-8.082837;-0.533718;0;-0.0276956;99.66647;85.58552;359.8875;55.24686;0.01901576
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_54_996.jpg;-8.907548;-0.7480821;0;-0.06767853;99.66075;85.57914;359.7212;55.4522;0.03957146
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_067.jpg;-5.622729;-0.9610644;0;-0.1141198;99.65414;85.57152;359.5429;55.51716;0.04838448
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_137.jpg;-3.948882;-1;0;-0.1586099;99.64294;85.55732;359.264;55.62784;0.02271817
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_208.jpg;0;-1;0;-0.2297991;99.62853;85.5373;358.9308;55.48552;359.9697
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_281.jpg;0;-1;0;-0.2758944;99.61544;85.51955;358.6961;55.47377;359.9863
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_353.jpg;0;-1;0;-0.3316539;99.60076;85.49716;358.7576;55.40779;0.0004765444
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_424.jpg;0;-1;0;-0.4297897;99.58705;85.47713;358.8467;55.33213;-0.00173079
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_496.jpg;3.195464;-1;0;-0.4858955;99.56621;85.44498;358.8775;55.24409;359.9922
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_566.jpg;6.404998;-0.7860309;0;-0.5235596;99.54944;85.41693;358.8532;54.83533;359.9682
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_636.jpg;9.551275;-0.5762791;0;-0.5774405;99.52736;85.37703;358.8529;53.74794;359.9319
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_708.jpg;12.69417;-0.3667531;0;-0.5865691;99.51151;85.34657;358.908;52.60506;359.9152
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_779.jpg;15;-0.1503406;0;-0.5980673;99.49197;85.30618;359.0459;50.7312;359.8848
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_852.jpg;15;0;0;-0.5765298;99.47002;85.26842;359.2065;49.40934;359.9475
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_926.jpg;15;0;0;-0.5826783;99.4517;85.24146;359.328;48.80183;0.04654592
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_55_996.jpg;15;0;0;-0.5799718;99.42712;85.20621;359.503;48.00453;0.1781593
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_069.jpg;15;0;0;-0.5762036;99.40231;85.17161;359.6821;47.21491;0.3043979
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_110.jpg;15;0;0;-0.5732853;99.38978;85.15451;359.7701;46.82181;0.3640306
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_179.jpg;15;0;0;-0.5713043;99.37079;85.12907;359.8969;46.2332;0.4477342
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_251.jpg;15;0;0;-0.5672793;99.34509;85.09528;0.0450417;45.44557;0.5395061
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_322.jpg;15;0;0;-0.5628749;99.32531;85.06985;0.1233966;44.84668;0.5826956
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_394.jpg;15;0;0;-0.5595301;99.29828;85.03595;0.1899034;44.03885;0.6110448
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_465.jpg;15;0;0.1066971;-0.5553476;99.27801;85.01115;0.2327026;43.40715;0.6163123
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_536.jpg;15;0;0.3178767;-0.401263;99.26579;84.99545;0.7359418;43.09062;0.6103185
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_607.jpg;15;0;0.5309796;-0.155068;99.26638;84.99479;1.263238;43.08841;0.4946759
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_679.jpg;15;0;0.7430365;-0.09846119;99.26731;84.99396;1.565782;43.09666;0.1295703
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_751.jpg;15;0;0.957787;0.11031;99.26604;84.99467;1.316952;43.10601;359.7326
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_822.jpg;15;0;1;0.1291799;99.2644;84.99587;0.8816817;43.11794;359.6579
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_894.jpg;15;0;1;0.1272635;99.26448;84.99604;0.326572;43.11753;359.5416
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_56_967.jpg;15;0;1;0.1176256;99.26456;84.99618;359.9369;43.11515;359.4738
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_039.jpg;15;0;1;0.1016816;99.26466;84.99635;359.4962;43.11081;359.4466
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_109.jpg;15;0;1;0.0758521;99.26472;84.99649;359.1903;43.10704;359.5258
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_181.jpg;15;0;1;0.05711734;99.26478;84.99655;359.1064;43.10568;359.7082
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_252.jpg;15;0;1;0.06186033;99.26488;84.99648;359.0711;43.11021;359.9777
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_322.jpg;15;0;1;0.05479344;99.26496;84.99639;359.0753;43.11368;0.151123
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_394.jpg;0;0;0;-0.04266314;99.26514;84.99616;359.1364;43.1029;0.3177719
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_464.jpg;0;0;0;-0.03800479;99.26536;84.99588;359.2309;43.10323;0.3830552
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_536.jpg;0;0;0;-0.03656122;99.2655;84.99564;359.385;43.10276;0.4351423
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_609.jpg;0;0;0;-0.03663773;99.26551;84.99554;359.5441;43.10187;0.470144
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_681.jpg;0;0;0;-0.03611159;99.2655;84.99546;359.6635;43.10098;0.4830698
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_751.jpg;0;0;0;-0.03491358;99.2655;84.99537;359.8189;43.09967;0.4832204
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_822.jpg;-3.236688;0;0;-0.03323027;99.26547;84.99534;359.9261;42.6187;0.4718913
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_894.jpg;-6.450498;0;0;-0.03171835;99.26543;84.99531;0.05409148;41.2669;0.4466178
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_57_966.jpg;-9.728761;0;0;-0.0294218;99.2654;84.99529;0.138025;39.71387;0.4238041
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_036.jpg;-12.9177;-0.2125959;0;-0.02523507;99.2643;84.99462;0.2253957;39.91374;0.3844469
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_109.jpg;-15;-0.4217277;0;-0.06643652;99.26059;84.99258;0.2336223;40.09256;0.348363
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_180.jpg;-15;-0.6354602;0;-0.05960333;99.25533;84.99047;0.1850004;40.2043;0.3415443
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_252.jpg;-15;-0.8542319;0;-0.1145132;99.24549;84.98608;0.05346594;40.62664;0.3356656
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_324.jpg;-15;-1;0;-0.1531256;99.23521;84.98083;359.889;41.21084;0.3333407
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_395.jpg;-15;-1;0;-0.184253;99.21721;84.97114;359.5983;41.97198;0.3248472
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_466.jpg;-15;-1;0;-0.2402751;99.20053;84.96232;359.3597;42.88114;0.3117193
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_540.jpg;-15;-1;0;-0.2882775;99.17538;84.94803;359.0379;44.1076;0.2606107
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_610.jpg;-15;-1;0;-0.3367414;99.14897;84.93251;358.8442;45.29971;0.0977425
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_681.jpg;-11.76882;-1;0;-0.4069706;99.12824;84.91853;358.7613;46.1391;359.9221
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_754.jpg;-8.603046;-1;0;-0.4514922;99.09978;84.89819;358.8303;47.00582;359.8676
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_825.jpg;-5.341474;-1;0;-0.5240532;99.07738;84.87926;358.9393;47.53636;359.9076
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_896.jpg;-2.150105;-1;0;-0.5634726;99.04491;84.84711;358.981;47.87917;359.9176
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_58_969.jpg;0;-1;0;-0.6242056;99.00878;84.8082;358.9125;47.96135;359.9081
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_040.jpg;0;-1;0;-0.6753784;98.9795;84.77644;358.8418;48.11609;359.9315
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_112.jpg;0;-1;0;-0.7459146;98.93774;84.73038;358.7578;48.33713;0.001179258
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_184.jpg;0;-1;0;-0.8116051;98.90548;84.69347;358.7486;48.42196;-0.001103979
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_256.jpg;0;-1;0;-0.8718974;98.85893;84.64066;358.7528;48.40689;-0.001336552
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_328.jpg;0;-1;0;-0.9305874;98.82227;84.599;358.7826;48.4488;-0.0005877957
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_400.jpg;0;-0.7836427;0;-0.9824675;98.77054;84.54012;358.8029;48.50089;-0.0006444196
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_471.jpg;0;0;0.0065397;-1.022037;98.71645;84.47855;358.8049;48.4811;-0.0003078257
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_543.jpg;0;0;0.2194629;-0.9990266;98.67796;84.43468;358.9018;48.52398;0.0008025345
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_615.jpg;0;0;0.43641;-0.9373524;98.6368;84.38803;359.3819;48.52375;0.0153667
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_686.jpg;0;0;0.6474738;-0.5272858;98.62672;84.37663;0.4049007;48.52095;0.02638309
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_758.jpg;0;0;0;-0.3518489;98.62681;84.37581;1.913944;48.51865;0.0002849992
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_798.jpg;0;0;0;-0.2913328;98.62643;84.37592;2.467397;48.51948;0.01905725
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_871.jpg;0;0;0;-0.1679271;98.62631;84.37574;3.145282;48.5202;0.01333725
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_52_59_943.jpg;0;0;0;-0.05511871;98.62663;84.37527;3.272783;48.51954;359.991
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_014.jpg;0;0;0;0.05422937;98.62686;84.37479;2.937155;48.51661;359.9923
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_087.jpg;0;0;0;0.1795918;98.62708;84.37446;2.330679;48.51511;0.005035827
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_158.jpg;0;0;0;0.2709425;98.6275;84.3741;1.016862;48.51212;0.02890273
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_230.jpg;0;0;0;0.3013914;98.62782;84.37443;359.6779;48.51295;0.0411202
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_303.jpg;0;0;0;0.2509206;98.62848;84.37434;358.8403;48.5122;359.9736
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_375.jpg;0;0;0;0.1915748;98.62791;84.37531;358.0494;48.5185;0.02345763
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_446.jpg;0;0;0;0.0831368;98.62857;84.37496;357.7791;48.51218;359.9727
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_520.jpg;0;0;0;0;98.62843;84.37531;357.8537;48.51706;-0.005576546
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_592.jpg;3.947508;0;0;-0.1099181;98.6293;84.3747;358.4243;49.21019;359.9938
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_663.jpg;3.965568;0;0;-0.1866238;98.62939;84.37438;359.0635;50.05722;0.00114533
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_735.jpg;8.187361;0;0;-0.1829957;98.62919;84.37411;359.8739;51.76359;0.0009253494
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_806.jpg;12.28716;0;0;-0.166777;98.62904;84.37394;0.4330243;53.73952;359.9669
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_878.jpg;15;0;0;-0.1378077;98.62882;84.37374;1.022649;57.26332;359.9393
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_00_951.jpg;12.9055;0;0;-0.1005198;98.62835;84.37367;1.386867;60.59097;359.9814
C:\Users\oadam\Downloads\IMG\robocam_2025_04_08_03_53_01_022.jpg;8.588832;0;0;0.03905985;98.62814;84.37356;1.350155;62.25529;0.06694688
